anchor,layer,run_kind,n_items,n_rows,attention_mass_question,attention_mass_options,attention_mass_question_options,attention_mass_wrapper_syntax,attention_mass_instruction,attention_entropy,content_vs_wrapper_focus_ratio
all_option_ends,21,clean_correct_wrapped,285,3420,0.14725628416853667,0.15745745037019424,0.3047137345387309,0.6952862649605942,0.0,2.412161028019169,0.6908642140950287
all_option_ends,21,corrupt_wrong_wrapped,285,3420,0.1519229984881748,0.168199342227087,0.32012234071526174,0.6798776608466971,0.0,2.4373470608951053,0.7386660201508598
all_option_ends,21,vanilla_same_item,285,3420,0.6241194216746903,0.13652573647356187,0.7606451581482521,0.23935484220362296,0.0,2.2326917941545883,9.09125619712576
all_option_ends,22,clean_correct_wrapped,285,3420,0.08221235131885904,0.2710434770928842,0.3532558284117432,0.6467441721896952,0.0,2.2133937102573658,1.2968288270442008
all_option_ends,22,corrupt_wrong_wrapped,285,3420,0.08077150873572987,0.2790583246767503,0.35982983341248015,0.6401701650629229,0.0,2.194098020358044,1.3537034064256557
all_option_ends,22,vanilla_same_item,285,3420,0.5078364971338918,0.24156866738972252,0.7494051645236144,0.2505948362881578,0.0,2.1638391989016394,49.332262747928446
all_option_ends,23,clean_correct_wrapped,285,3420,0.08387930210629477,0.16117926130363489,0.24505856340992965,0.7549414355193445,0.0,2.1160064763972284,0.6706028310568702
all_option_ends,23,corrupt_wrong_wrapped,285,3420,0.08366780200655223,0.1686965947535552,0.25236439676010747,0.747635602831639,0.0,2.108070151023131,0.8147139454048028
all_option_ends,23,vanilla_same_item,285,3420,0.5774666657431694,0.14727675516598998,0.7247434209091594,0.2752565804829961,0.0,1.9991545960655686,20.844044452741
all_option_ends,24,clean_correct_wrapped,285,3420,0.08110023949798778,0.16674426029726305,0.24784449979525083,0.7521555012680198,0.0,2.2784599970394406,0.6015906195691061
all_option_ends,24,corrupt_wrong_wrapped,285,3420,0.08124766251295056,0.17291626072655722,0.25416392323950776,0.7458360772345716,0.0,2.260598815228158,0.6209195253018871
all_option_ends,24,vanilla_same_item,285,3420,0.530887114662372,0.17577690011345454,0.7066640147758266,0.29333598564014013,0.0,2.183394229812929,5.408545991165678
all_option_ends,25,clean_correct_wrapped,285,3420,0.09474657777305734,0.1171811705173533,0.21192774829041064,0.788072252764274,0.0,1.9378379349994381,0.8566870709362501
all_option_ends,25,corrupt_wrong_wrapped,285,3420,0.09464673409485244,0.11915005211928614,0.2137967862141386,0.786203213766141,0.0,1.9233392896446568,0.8457939384046963
all_option_ends,25,vanilla_same_item,285,3420,0.6195275552521803,0.11369154252183357,0.733219097774014,0.2667809023328836,0.0,1.8595033683362063,11.448739724115201
